ID,MEMBER ID,PROJECT,YEAR,JANUARY,FEBRUARY,MARCH,APRIL,MAY,JUNE,JULY,AUGUST,SEPTEMBER,OCTOBER,NOVEMBER,DECEMBER,TOTAL,JAN PAYED DATE,JAN CON NO,JAN REMARKS,FEB PAYED DATE,FEB CON NO,FEB REMARKS,MAR PAYED DATE,MAR CON NO,MAR REMARKS,APR PAYED DATE,APR CON NO,APR REMARKS,MAY PAYED DATE,MAY CON NO,MAY REMARKS,JUN PAYED DATE,JUN CON NO,JUN REMARKS,JULY PAYED DATE,JUL CON NO,JUL REMARKS,AUG PAYED DATE,AUG CON NO,AUG REMARKS,SEP PAYED DATE,SEP CON NO,SEP REMARKS,OCT PAYED DATE,OCT CON NO,OCT REMARKS,NOV PAYED DATE,NOV CON NO,NOV REMARKS,DEC PAYED DATE,DEC CON NO,DEC REMARKS,NOT COUNTED,NOTES,Date Created,Created by,Date Updated,Updated By,JANUARY PENALTY,FEBRUARY PENALTY,MARCH PENALTY,APRIL PENALTY,MAY PENALTY,JUNE PENALTY,JULY PENALTY,AUGUST PENALTY,SEPTEMBER PENALTY,OCTOBER PENALTY,NOVEMBER PENALTY,DECEMBER PENALTY,TOTAL PENALTY,JANUARY_PAYMENT_DATE,FEBRUARY_PAYMENT_DATE,MARCH_PAYMENT_DATE,APRIL_PAYMENT_DATE,MAY_PAYMENT_DATE,JUNE_PAYMENT_DATE,JULY_PAYMENT_DATE,AUGUST_PAYMENT_DATE,SEPTEMBER_PAYMENT_DATE,OCTOBER_PAYMENT_DATE,NOVEMBER_PAYMENT_DATE,DECEMBER_PAYMENT_DATE,FLAG_PAYMENT_MISSING_DATE,FLAG_MULTIPLE_RECEIPTS,FLAG_INVALID_YEAR
45,557,BANCASI,2024,0.0,0,0,0,0,22800,22800,0,0,45600,22800,0,114000.0,,,,,,,,,,,,,,,,27,931,,30,758,,,,,,,,,"12,691,291",,27,1374,OK,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2024-06-27,2024-07-30,,,,2024-11-27,,True,True,False
46,562,BANCASI,2024,0.0,0,0,0,0,1105,0,0,3315,0,1105,0,5525.0,,,,,,,,,,,,,,,,27,903,,,,,,,,29,1259,JULY-AUG-SEPT,,,,27,1355,ok,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2024-06-27,,,2024-09-29,,2024-11-27,,False,False,False
47,561,BANCASI,2024,0.0,0,0,0,200,1536,1536,1500,0,0,4608,0,9380.0,,,,,,,,,,,,,,,SOBRA SA PROCESSING,27,910,,30,997,,27,789,,,,,,,,27,1366,sept-nov payment,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2024-06-27,2024-07-30,2024-08-27,,,2024-11-27,,True,False,False
48,563,BANCASI,2024,0.0,0,0,0,0,2112,2112,0,0,3840,1920,0,9984.0,,,,,,,,,,,,,,,,27,927,,30,775,,,,,,,,28,1281,,27,1385,,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2024-06-27,2024-07-30,,,2024-10-28,2024-11-27,,False,False,False
49,335,BANCASI,2024,0.0,0,0,0,0,5370,5370,0,0,10740,5370,0,26850.0,,,,,,,,,,,,,,,,27,933,,30,759,,,,,,,,,"12,711,292",,27,1373,ok,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2024-06-27,2024-07-30,,,,2024-11-27,,True,True,False
50,334,BANCASI,2024,0.0,0,0,0,0,10906,10906,0,0,21812,10906,0,54530.0,,,,,,,,,,,,,,,,27,929,,30,772,,,,,,,,,"12,991,306",,27,1371,ok,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2024-06-27,2024-07-30,,,,2024-11-27,,True,True,False
51,566,BANCASI,2024,0.0,0,0,0,0,5000,5000,0,0,0,1500,0,11500.0,,,,,,,,,,,,,,,,27,923,,30,763,,,,,,,,,,,27,1378,OK,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2024-06-27,2024-07-30,,,,2024-11-27,,False,False,False
52,567,BANCASI,2024,0.0,0,0,0,0,2300,2300,0,4600,2300,2300,0,13800.0,,,,,,,,,,,,,,,,27,912,,30,782,,,,,29,1257,,28,1282,,27,1358,ok,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2024-06-27,2024-07-30,,2024-09-29,2024-10-28,2024-11-27,,False,False,False
53,338,BANCASI,2024,0.0,0,0,0,0,2512,0,0,0,0,5275,0,7787.0,,,,,,,,,,,,,,,,27,947,,,,,,,,,,,,,,25,1353,251-penalty,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2024-06-27,,,,,2024-11-25,,False,False,False
54,571,BANCASI,2024,0.0,0,0,0,0,1600,1600,0,0,4800,1600,0,9600.0,,,,,,,,,,,,,,,,27,914,,30,761,,,,,,,,28,1286,,27,1364,ok,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2024-06-27,2024-07-30,,,2024-10-28,2024-11-27,,False,False,False
55,573,BANCASI,2024,0.0,0,0,0,0,7000,7000,7000,7000,0,7000,0,35000.0,,,,,,,,,,,,,,,,27,902,,30,993,,27,786,,29,1258,,,,,27,1356,ok,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2024-06-27,2024-07-30,2024-08-27,2024-09-29,,2024-11-27,,False,False,False
56,574,BANCASI,2024,0.0,0,0,0,0,3000,3000,0,0,0,3000,0,9000.0,,,,,,,,,,,,,,,,27,944,,30,1000,,,,,,,,,,,27,1362,ok,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2024-06-27,2024-07-30,,,,2024-11-27,,False,False,False
57,575,BANCASI,2024,0.0,0,0,0,0,4701,4701,0,9402,4701,4701,0,28206.0,,,,,,,,,,,,,,,,27,926,,30,766,,,,,30,1265,aug-sept,28,1289,,29,1370,ok,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2024-06-27,2024-07-30,,2024-09-30,2024-10-28,2024-11-29,,False,False,False
58,344,BANCASI,2024,0.0,0,0,0,0,2310,2310,0,4620,2310,2310,0,13860.0,,,,,,,,,,,,,,,,27,909,,30,994,,,,,29,1260,AUG-SEPT,28,1280,,27,1354,ok,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2024-06-27,2024-07-30,,2024-09-29,2024-10-28,2024-11-27,,False,False,False
59,345,BANCASI,2024,0.0,0,0,0,0,2300,2300,0,0,0,0,0,4600.0,,,,,,,,,,,,,,,,27,939,,30,751,,,,,,,,,,,,,,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2024-06-27,2024-07-30,,,,,,False,False,False
60,349,BANCASI,2024,0.0,0,0,0,0,2385,2385,0,0,2385,2385,0,9540.0,,,,,,,,,,,,,,,,27,941,,30,750,,,,,,,,4,1305,,27,1369,ok,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2024-06-27,2024-07-30,,,2024-10-04,2024-11-27,,False,False,False
61,346,BANCASI,2024,100.0,0,0,0,0,0,0,0,0,0,0,0,100.0,,,SOBRA SA PROCESSING FEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,True,False,False
62,373,BANCASI,2024,0.0,0,0,0,0,1964,2000,0,0,0,2000,0,5964.0,,,,,,,,,,,,,,,,27,920,,30,"767,995",,,,,,,,,,,27,1357,ok,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2024-06-27,2024-07-30,,,,2024-11-27,,False,True,False
63,578,BANCASI,2024,0.0,0,0,0,0,3510,0,0,0,0,0,0,3510.0,,,,,,,,,,,,,,,,27,916,,,,,,,,,,,,,,,,,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2024-06-27,,,,,,,False,False,False
64,357,BANCASI,2024,0.0,0,0,0,0,5000,5000,0,5000,5000,5000,0,25000.0,,,,,,,,,,,,,,,,27,949,,30,778,,,,,29,1256,,28,1308,,27,1380,OK,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2024-06-27,2024-07-30,,2024-09-29,2024-10-28,2024-11-27,,False,False,False
65,358,BANCASI,2024,0.0,0,0,0,1080,0,2180,0,0,2200,2200,0,7660.0,,,,,,,,,,,,,29,736,,,,,30,"764, 765",,,,,,,,1,1275,sept-oct,27,1361,ok,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,2024-05-29,,2024-07-30,,,2024-10-01,2024-11-27,,False,True,False
66,355,BANCASI,2024,0.0,0,0,0,0,0,0,0,0,0,1000,0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1363,ok,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,2024-11-27,,False,False,False
